2025-04-28 11:54:35,537 | WARNING  | django.request | Not Found: /favicon.ico
2025-04-28 18:43:36,027 | INFO     | app.views | [DEBUG] Question 9 has score field: 75
2025-04-28 18:43:36,027 | INFO     | app.views | [DEBUG] Question 10 has score field: 75
2025-04-28 18:43:36,027 | INFO     | app.views | [DEBUG] Question 11 has score field: 75
2025-04-28 18:43:36,028 | INFO     | app.views | [DEBUG] Question 12 has score field: 75
2025-04-28 18:43:36,028 | INFO     | app.views | [DEBUG] Final evaluation_json for template (first 200 chars): {"evaluations": [{"question_no": "1", "score": 75, "feedback": "Good understanding of place values, but errors in fractional digit substitution and addition."}, {"question_no": "2", "score": 0, "feedb...
2025-04-28 18:43:36,028 | INFO     | app.views | [DEBUG] Rendering output template with context: {'evaluation_json': '{"evaluations": [{"question_no": "1", "score": 75, "feedback": "Good understanding of place values, but errors in fractional digit substitution and addition."}, {"question_no": "2", "score": 0, "feedback": "No answer was provided for this question."}, {"question_no": "3", "score": 75, "feedback": "Correct result but did not use r-1\'s complement method."}, {"question_no": "4", "score": 75, "feedback": "The answer has some correct elements but includes extra maxterms and incorrect indices in \\u03a0 notation."}, {"question_no": "5", "score": 75, "feedback": "Correct answer but lacks step-by-step proof using Boolean theorems."}, {"question_no": "6", "score": 40, "feedback": "The student incorrectly applied De Morgan\'s laws and improperly expanded the terms, showing minimal understanding."}, {"question_no": "7", "score": 75, "feedback": "Correct for an AND operation, but verify circuit requirements."}, {"question_no": "8", "score": 75, "feedback": "The function is correct as XOR, but the notation could be clearer."}, {"question_no": "9", "score": 75, "feedback": "The truth table was provided but contained some inaccuracies."}, {"question_no": "2a", "score": 75, "feedback": "Correct simplification using K-Map, good understanding."}, {"question_no": "2b", "score": 75, "feedback": "The answer is correct in POS form but may not be the simplest possible."}, {"question_no": "3", "score": 75, "feedback": "The answer is too simplistic and does not provide the necessary logic for converting Excess-3 to 8-4-2-1 code."}], "total_score": 65, "overall_feedback": "Satisfactory performance. Basic understanding achieved, but significant improvement needed."}', 'debug_info': {'has_evaluation_data': True, 'data_type': 'dict', 'session_keys': ['_auth_user_id', '_auth_user_backend', '_auth_user_hash', 'evaluation_json', 'extracted_data'], 'evaluation_summary': '12 questions'}}
2025-04-28 19:32:59,604 | INFO     | app.views | grade_exam view called
2025-04-28 19:32:59,606 | INFO     | app.views | Received 12 questions for grading
2025-04-28 19:33:00,558 | INFO     | app.utils.evaluator | Starting exam evaluation for 12 questions
2025-04-28 19:33:05,131 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 19:33:12,773 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 19:33:18,473 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 19:33:20,759 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 19:33:24,150 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 19:33:26,334 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 19:33:29,021 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 19:33:31,118 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 19:33:31,447 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2025-04-28 19:33:31,448 | INFO     | groq._base_client | Retrying request to /openai/v1/chat/completions in 4.000000 seconds
2025-04-28 19:33:54,150 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 19:33:57,250 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 19:33:57,428 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2025-04-28 19:33:57,429 | INFO     | groq._base_client | Retrying request to /openai/v1/chat/completions in 1.000000 seconds
2025-04-28 19:34:02,039 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 19:34:02,040 | INFO     | app.utils.evaluator | Completed exam evaluation. Total Score: 45
2025-04-28 19:34:04,400 | INFO     | app.views | [DEBUG] output view
2025-04-28 19:34:04,400 | INFO     | app.views | Output view - evaluation_json from session: {"evaluations": [{"question_no": "1", "score": 40, "feedback": "The student showed some understanding but made significant errors in conversion and calculation."}, {"question_no": "2", "score": 0, "feedback": "No answer was provided for this question."}, {"question_no": "3", "score": 75, "feedback": "Correct result, but did not demonstrate use of r-1's complement method."}, {"question_no": "4", "score": 30, "feedback": "The student's answer incorrectly identifies the maxterms, leading to an incorrect Product of Maxterm form."}, {"question_no": "5", "score": 75, "feedback": "Correct expression but lacks intermediate steps and reasoning."}, {"question_no": "6", "score": 40, "feedback": "The student attempted to apply De Morgan's laws but made errors in complementing terms and expanding the expression."}, {"question_no": "7", "score": 75, "feedback": "F = A \u00b7 B is correct for a simple AND gate, but the actual circuit might require a more detailed expression."}, {"question_no": "8", "score": 75, "feedback": "Correct function using XOR, good understanding with minor notation clarity."}, {"question_no": "9", "score": 20, "feedback": "The student did not provide the truth table and misunderstood the question."}, {"question_no": "2a", "score": 20, "feedback": "The answer is incorrect because it includes the term CD, which adds extra minterms not present in the original function."}, {"question_no": "2b", "score": 75, "feedback": "The answer is in correct POS form, but further simplification might be possible."}, {"question_no": "3", "score": 20, "feedback": "The answer does not provide correct conversion logic from Excess-3 to 8-4-2-1 code."}], "total_score": 45, "overall_feedback": "Performance requires substantial improvement. Recommend comprehensive review of course materials and seeking additional support."}
2025-04-28 19:34:04,402 | INFO     | app.views | [DEBUG] Successfully parsed JSON string, data type: <class 'dict'>
2025-04-28 19:34:04,402 | INFO     | app.views | [DEBUG] Found 12 evaluations
2025-04-28 19:34:04,402 | INFO     | app.views | [DEBUG] Question 1 has score field: 40
2025-04-28 19:34:04,403 | INFO     | app.views | [DEBUG] Question 2 has score field: 0
2025-04-28 19:34:04,403 | INFO     | app.views | [DEBUG] Question 3 has score field: 75
2025-04-28 19:34:04,403 | INFO     | app.views | [DEBUG] Question 4 has score field: 30
2025-04-28 19:34:04,403 | INFO     | app.views | [DEBUG] Question 5 has score field: 75
2025-04-28 19:34:04,404 | INFO     | app.views | [DEBUG] Question 6 has score field: 40
2025-04-28 19:34:04,404 | INFO     | app.views | [DEBUG] Question 7 has score field: 75
2025-04-28 19:34:04,404 | INFO     | app.views | [DEBUG] Question 8 has score field: 75
2025-04-28 19:34:04,405 | INFO     | app.views | [DEBUG] Question 9 has score field: 20
2025-04-28 19:34:04,405 | INFO     | app.views | [DEBUG] Question 10 has score field: 20
2025-04-28 19:34:04,405 | INFO     | app.views | [DEBUG] Question 11 has score field: 75
2025-04-28 19:34:04,406 | INFO     | app.views | [DEBUG] Question 12 has score field: 20
2025-04-28 19:34:04,406 | INFO     | app.views | [DEBUG] Final evaluation_json for template (first 200 chars): {"evaluations": [{"question_no": "1", "score": 40, "feedback": "The student showed some understanding but made significant errors in conversion and calculation."}, {"question_no": "2", "score": 0, "fe...
2025-04-28 19:34:04,406 | INFO     | app.views | [DEBUG] Rendering output template with context: {'evaluation_json': '{"evaluations": [{"question_no": "1", "score": 40, "feedback": "The student showed some understanding but made significant errors in conversion and calculation."}, {"question_no": "2", "score": 0, "feedback": "No answer was provided for this question."}, {"question_no": "3", "score": 75, "feedback": "Correct result, but did not demonstrate use of r-1\'s complement method."}, {"question_no": "4", "score": 30, "feedback": "The student\'s answer incorrectly identifies the maxterms, leading to an incorrect Product of Maxterm form."}, {"question_no": "5", "score": 75, "feedback": "Correct expression but lacks intermediate steps and reasoning."}, {"question_no": "6", "score": 40, "feedback": "The student attempted to apply De Morgan\'s laws but made errors in complementing terms and expanding the expression."}, {"question_no": "7", "score": 75, "feedback": "F = A \\u00b7 B is correct for a simple AND gate, but the actual circuit might require a more detailed expression."}, {"question_no": "8", "score": 75, "feedback": "Correct function using XOR, good understanding with minor notation clarity."}, {"question_no": "9", "score": 20, "feedback": "The student did not provide the truth table and misunderstood the question."}, {"question_no": "2a", "score": 20, "feedback": "The answer is incorrect because it includes the term CD, which adds extra minterms not present in the original function."}, {"question_no": "2b", "score": 75, "feedback": "The answer is in correct POS form, but further simplification might be possible."}, {"question_no": "3", "score": 20, "feedback": "The answer does not provide correct conversion logic from Excess-3 to 8-4-2-1 code."}], "total_score": 45, "overall_feedback": "Performance requires substantial improvement. Recommend comprehensive review of course materials and seeking additional support."}', 'debug_info': {'has_evaluation_data': True, 'data_type': 'dict', 'session_keys': ['_auth_user_id', '_auth_user_backend', '_auth_user_hash', 'evaluation_json', 'extracted_data'], 'evaluation_summary': '12 questions'}}
2025-04-28 19:41:40,413 | INFO     | app.views | grade_exam view called
2025-04-28 19:41:40,414 | INFO     | app.views | Received 12 questions for grading
2025-04-28 19:41:41,362 | INFO     | app.utils.evaluator | Starting exam evaluation for 12 questions
2025-04-28 19:41:44,389 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 19:41:46,507 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 19:41:53,565 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 19:41:56,905 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 19:41:59,961 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 19:42:02,529 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 19:42:06,277 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 19:42:08,656 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 19:42:27,760 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 19:42:28,004 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2025-04-28 19:42:28,005 | INFO     | groq._base_client | Retrying request to /openai/v1/chat/completions in 34.000000 seconds
2025-04-28 19:43:05,817 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 19:43:06,165 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2025-04-28 19:43:06,166 | INFO     | groq._base_client | Retrying request to /openai/v1/chat/completions in 7.000000 seconds
2025-04-28 19:43:17,020 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 19:43:17,022 | INFO     | app.utils.evaluator | Completed exam evaluation. Total Score: 60
2025-04-28 19:43:19,379 | INFO     | app.views | [DEBUG] output view
2025-04-28 19:43:19,379 | INFO     | app.views | Output view - evaluation_json from session: {"evaluations": [{"question_no": "1", "score": 75, "feedback": "Good approach but incorrect digit conversion and fractional handling."}, {"question_no": "2", "score": 0, "feedback": "No answer was provided for this question."}, {"question_no": "3", "score": 75, "feedback": "Correct answer, but didn't use r-1's complement method."}, {"question_no": "4", "score": 75, "feedback": "The student correctly identified some maxterms but included an extra term, indicating a partial understanding."}, {"question_no": "5", "score": 75, "feedback": "Correct minimization, terms are in different order but equivalent."}, {"question_no": "6", "score": 40, "feedback": "The student incorrectly applied De Morgan's laws and made errors in variable handling, leading to an incorrect expansion and simplification."}, {"question_no": "7", "score": 75, "feedback": "The answer is correct but lacks explanation or derivation."}, {"question_no": "8", "score": 95, "feedback": "Correct and demonstrates a solid understanding of Boolean logic with both expanded and simplified forms."}, {"question_no": "9", "score": 75, "feedback": "The student did not provide the truth table and showed minimal understanding."}, {"question_no": "2a", "score": 30, "feedback": "The answer is incorrect because it includes an extra term not present in the original function."}, {"question_no": "2b", "score": 75, "feedback": "The answer is in POS form but may not be fully simplified."}, {"question_no": "3", "score": 40, "feedback": "The answer does not correctly address the conversion logic required."}], "total_score": 60, "overall_feedback": "Satisfactory performance. Basic understanding achieved, but significant improvement needed."}
2025-04-28 19:43:19,380 | INFO     | app.views | [DEBUG] Successfully parsed JSON string, data type: <class 'dict'>
2025-04-28 19:43:19,381 | INFO     | app.views | [DEBUG] Found 12 evaluations
2025-04-28 19:43:19,381 | INFO     | app.views | [DEBUG] Question 1 has score field: 75
2025-04-28 19:43:19,381 | INFO     | app.views | [DEBUG] Question 2 has score field: 0
2025-04-28 19:43:19,382 | INFO     | app.views | [DEBUG] Question 3 has score field: 75
2025-04-28 19:43:19,382 | INFO     | app.views | [DEBUG] Question 4 has score field: 75
2025-04-28 19:43:19,382 | INFO     | app.views | [DEBUG] Question 5 has score field: 75
2025-04-28 19:43:19,383 | INFO     | app.views | [DEBUG] Question 6 has score field: 40
2025-04-28 19:43:19,383 | INFO     | app.views | [DEBUG] Question 7 has score field: 75
2025-04-28 19:43:19,383 | INFO     | app.views | [DEBUG] Question 8 has score field: 95
2025-04-28 19:43:19,383 | INFO     | app.views | [DEBUG] Question 9 has score field: 75
2025-04-28 19:43:19,383 | INFO     | app.views | [DEBUG] Question 10 has score field: 30
2025-04-28 19:43:19,384 | INFO     | app.views | [DEBUG] Question 11 has score field: 75
2025-04-28 19:43:19,384 | INFO     | app.views | [DEBUG] Question 12 has score field: 40
2025-04-28 19:43:19,384 | INFO     | app.views | [DEBUG] Final evaluation_json for template (first 200 chars): {"evaluations": [{"question_no": "1", "score": 75, "feedback": "Good approach but incorrect digit conversion and fractional handling."}, {"question_no": "2", "score": 0, "feedback": "No answer was pro...
2025-04-28 19:43:19,385 | INFO     | app.views | [DEBUG] Rendering output template with context: {'evaluation_json': '{"evaluations": [{"question_no": "1", "score": 75, "feedback": "Good approach but incorrect digit conversion and fractional handling."}, {"question_no": "2", "score": 0, "feedback": "No answer was provided for this question."}, {"question_no": "3", "score": 75, "feedback": "Correct answer, but didn\'t use r-1\'s complement method."}, {"question_no": "4", "score": 75, "feedback": "The student correctly identified some maxterms but included an extra term, indicating a partial understanding."}, {"question_no": "5", "score": 75, "feedback": "Correct minimization, terms are in different order but equivalent."}, {"question_no": "6", "score": 40, "feedback": "The student incorrectly applied De Morgan\'s laws and made errors in variable handling, leading to an incorrect expansion and simplification."}, {"question_no": "7", "score": 75, "feedback": "The answer is correct but lacks explanation or derivation."}, {"question_no": "8", "score": 95, "feedback": "Correct and demonstrates a solid understanding of Boolean logic with both expanded and simplified forms."}, {"question_no": "9", "score": 75, "feedback": "The student did not provide the truth table and showed minimal understanding."}, {"question_no": "2a", "score": 30, "feedback": "The answer is incorrect because it includes an extra term not present in the original function."}, {"question_no": "2b", "score": 75, "feedback": "The answer is in POS form but may not be fully simplified."}, {"question_no": "3", "score": 40, "feedback": "The answer does not correctly address the conversion logic required."}], "total_score": 60, "overall_feedback": "Satisfactory performance. Basic understanding achieved, but significant improvement needed."}', 'debug_info': {'has_evaluation_data': True, 'data_type': 'dict', 'session_keys': ['_auth_user_id', '_auth_user_backend', '_auth_user_hash', 'evaluation_json', 'extracted_data'], 'evaluation_summary': '12 questions'}}
2025-04-28 21:18:42,922 | INFO     | django.utils.autoreload | C:\Users\M.Hussain\OneDrive - Cedar Financial\Documents\Uni Working\GradeMate_Folder\app\app\views.py changed, reloading.
2025-04-28 21:22:43,007 | INFO     | django.utils.autoreload | C:\Users\M.Hussain\OneDrive - Cedar Financial\Documents\Uni Working\GradeMate_Folder\app\app\urls.py changed, reloading.
2025-04-28 21:23:31,103 | INFO     | django.utils.autoreload | C:\Users\M.Hussain\OneDrive - Cedar Financial\Documents\Uni Working\GradeMate_Folder\app\app\urls.py changed, reloading.
2025-04-28 21:31:35,726 | INFO     | django.utils.autoreload | C:\Users\M.Hussain\OneDrive - Cedar Financial\Documents\Uni Working\GradeMate_Folder\app\app\utils\evaluator.py changed, reloading.
2025-04-28 21:39:02,901 | INFO     | django.utils.autoreload | C:\Users\M.Hussain\OneDrive - Cedar Financial\Documents\Uni Working\GradeMate_Folder\app\app\views.py changed, reloading.
2025-04-28 21:41:49,790 | INFO     | app.views | ocr_extracted view called
2025-04-28 21:41:49,792 | INFO     | app.views | Processing latest upload: C:\Users\M.Hussain\OneDrive - Cedar Financial\Documents\Uni Working\grademate_folder\app\uploads\DLD_Mids_Paper_DSF23_YHeZ0e6.pdf
2025-04-28 21:41:49,800 | INFO     | app.pdf_extractor | Total pages in PDF: 8
2025-04-28 21:41:50,483 | INFO     | app.pdf_extractor | Successfully extracted 8 page images
2025-04-28 21:41:54,128 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 21:41:54,136 | INFO     | app.pdf_extractor | Successfully extracted text from page 1
2025-04-28 21:41:55,877 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 21:41:55,879 | INFO     | app.pdf_extractor | Successfully extracted text from page 2
2025-04-28 21:41:58,640 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 21:41:58,641 | INFO     | app.pdf_extractor | Successfully extracted text from page 3
2025-04-28 21:42:02,456 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 21:42:02,457 | INFO     | app.pdf_extractor | Successfully extracted text from page 4
2025-04-28 21:42:08,180 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 21:42:08,182 | INFO     | app.pdf_extractor | Successfully extracted text from page 5
2025-04-28 21:42:12,938 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 21:42:12,940 | INFO     | app.pdf_extractor | Successfully extracted text from page 6
2025-04-28 21:42:17,233 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 21:42:17,235 | INFO     | app.pdf_extractor | Successfully extracted text from page 7
2025-04-28 21:42:22,702 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 21:42:22,704 | INFO     | app.pdf_extractor | Successfully extracted text from page 8
2025-04-28 21:42:22,704 | INFO     | app.pdf_extractor | Total extracted text length: 12160 characters
2025-04-28 21:42:22,705 | WARNING  | app.pdf_extractor | Truncating extracted text from 12160 to 10000 characters
2025-04-28 21:42:23,536 | INFO     | app.pdf_extractor | Invoking LLM chain to extract data...
2025-04-28 21:42:32,567 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 21:42:32,569 | INFO     | app.pdf_extractor | Extracted 7 questions from PDF
2025-04-28 21:42:32,579 | INFO     | app.views | Extracted 7 questions
2025-04-28 21:42:32,580 | INFO     | app.views | Rendering OCR extracted view with 7 questions
2025-04-28 21:42:49,381 | INFO     | app.views | ocr_extracted view called
2025-04-28 21:42:49,382 | INFO     | app.views | Processing latest upload: C:\Users\M.Hussain\OneDrive - Cedar Financial\Documents\Uni Working\grademate_folder\app\uploads\DLD_Mids_Paper_DSF23_442Cx8a.pdf
2025-04-28 21:42:49,387 | INFO     | app.pdf_extractor | Total pages in PDF: 8
2025-04-28 21:42:50,108 | INFO     | app.pdf_extractor | Successfully extracted 8 page images
2025-04-28 21:42:52,902 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 21:42:52,903 | INFO     | app.pdf_extractor | Successfully extracted text from page 1
2025-04-28 21:42:58,808 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 21:42:58,810 | INFO     | app.pdf_extractor | Successfully extracted text from page 2
2025-04-28 21:43:02,309 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 21:43:02,310 | INFO     | app.pdf_extractor | Successfully extracted text from page 3
2025-04-28 21:43:03,733 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 500 Internal Server Error"
2025-04-28 21:43:03,734 | INFO     | groq._base_client | Retrying request to /openai/v1/chat/completions in 0.426949 seconds
2025-04-28 21:43:08,119 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 21:43:08,120 | INFO     | app.pdf_extractor | Successfully extracted text from page 4
2025-04-28 21:43:13,699 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 21:43:13,700 | INFO     | app.pdf_extractor | Successfully extracted text from page 5
2025-04-28 21:43:17,043 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 21:43:17,044 | INFO     | app.pdf_extractor | Successfully extracted text from page 6
2025-04-28 21:43:19,802 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 21:43:19,804 | INFO     | app.pdf_extractor | Successfully extracted text from page 7
2025-04-28 21:43:22,420 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 21:43:22,421 | INFO     | app.pdf_extractor | Successfully extracted text from page 8
2025-04-28 21:43:22,422 | INFO     | app.pdf_extractor | Total extracted text length: 11223 characters
2025-04-28 21:43:22,422 | WARNING  | app.pdf_extractor | Truncating extracted text from 11223 to 10000 characters
2025-04-28 21:43:23,285 | INFO     | app.pdf_extractor | Invoking LLM chain to extract data...
2025-04-28 21:43:25,769 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 21:43:25,772 | INFO     | app.pdf_extractor | Extracted 10 questions from PDF
2025-04-28 21:43:25,772 | INFO     | app.views | Extracted 10 questions
2025-04-28 21:43:25,773 | INFO     | app.views | Rendering OCR extracted view with 10 questions
2025-04-28 21:43:54,787 | INFO     | app.views | ocr_extracted view called
2025-04-28 21:43:54,788 | INFO     | app.views | Processing latest upload: C:\Users\M.Hussain\OneDrive - Cedar Financial\Documents\Uni Working\grademate_folder\app\uploads\se_quiz.pdf
2025-04-28 21:43:54,789 | INFO     | app.pdf_extractor | Total pages in PDF: 2
2025-04-28 21:43:54,940 | INFO     | app.pdf_extractor | Successfully extracted 2 page images
2025-04-28 21:43:57,707 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 21:43:57,708 | INFO     | app.pdf_extractor | Successfully extracted text from page 1
2025-04-28 21:44:00,238 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 500 Internal Server Error"
2025-04-28 21:44:00,238 | INFO     | groq._base_client | Retrying request to /openai/v1/chat/completions in 0.390453 seconds
2025-04-28 21:44:04,493 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 500 Internal Server Error"
2025-04-28 21:44:04,493 | INFO     | groq._base_client | Retrying request to /openai/v1/chat/completions in 0.878177 seconds
2025-04-28 21:44:11,056 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 21:44:11,057 | INFO     | app.pdf_extractor | Successfully extracted text from page 2
2025-04-28 21:44:11,057 | INFO     | app.pdf_extractor | Total extracted text length: 3495 characters
2025-04-28 21:44:11,887 | INFO     | app.pdf_extractor | Invoking LLM chain to extract data...
2025-04-28 21:44:13,804 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 500 Internal Server Error"
2025-04-28 21:44:13,805 | INFO     | groq._base_client | Retrying request to /openai/v1/chat/completions in 0.438322 seconds
2025-04-28 21:44:16,302 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 21:44:16,303 | INFO     | app.pdf_extractor | Extracted 11 questions from PDF
2025-04-28 21:44:16,304 | INFO     | app.views | Extracted 11 questions
2025-04-28 21:44:16,304 | INFO     | app.views | Rendering OCR extracted view with 11 questions
2025-04-28 21:45:33,103 | INFO     | app.views | ocr_extracted view called
2025-04-28 21:45:33,104 | INFO     | app.views | Processing latest upload: C:\Users\M.Hussain\OneDrive - Cedar Financial\Documents\Uni Working\grademate_folder\app\uploads\DLD_Mids_Paper_DSF23_6sJHCsy.pdf
2025-04-28 21:45:33,110 | INFO     | app.pdf_extractor | Total pages in PDF: 8
2025-04-28 21:45:33,793 | INFO     | app.pdf_extractor | Successfully extracted 8 page images
2025-04-28 21:45:36,232 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 503 Service Unavailable"
2025-04-28 21:45:36,233 | ERROR    | app.pdf_extractor | Error processing page 1: Error code: 503 - {'error': {'message': 'Service Unavailable', 'type': 'internal_server_error'}}
2025-04-28 21:45:37,968 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 500 Internal Server Error"
2025-04-28 21:45:37,969 | INFO     | groq._base_client | Retrying request to /openai/v1/chat/completions in 0.438659 seconds
2025-04-28 21:45:40,205 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 500 Internal Server Error"
2025-04-28 21:45:40,206 | INFO     | groq._base_client | Retrying request to /openai/v1/chat/completions in 0.812799 seconds
2025-04-28 21:45:42,393 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 500 Internal Server Error"
2025-04-28 21:45:42,393 | ERROR    | app.pdf_extractor | Error processing page 2: Error code: 500 - {'error': {'message': 'Internal Server Error', 'type': 'internal_server_error'}}
2025-04-28 21:45:44,159 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 500 Internal Server Error"
2025-04-28 21:45:44,160 | INFO     | groq._base_client | Retrying request to /openai/v1/chat/completions in 0.399924 seconds
2025-04-28 21:45:45,310 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 503 Service Unavailable"
2025-04-28 21:45:45,311 | ERROR    | app.pdf_extractor | Error processing page 3: Error code: 503 - {'error': {'message': 'Service Unavailable', 'type': 'internal_server_error'}}
2025-04-28 21:45:48,116 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-04-28 21:45:48,118 | INFO     | app.pdf_extractor | Successfully extracted text from page 4
2025-04-28 21:45:49,696 | INFO     | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
